cod_procedimiento;consejeria;org_instructor;denominacion;descripcion;siaci;numero_expedientes
242;Consejeria de economia, empresas y empleo;Direccion general de empleo;2016-SKOO-Unidades de Apoyo a la actividad profesional;Resolución de 23/12/2016 de la Dirección General de Programas de Empleo, por la que se convocan, para el ejercicio 2016 las ayudas a las Unidades de Apoyo a la actividad profesional, en el marco de los servicios de ajuste personal y social de los centros especiales de empleo;SKOO;22
323;Consejeria de economia, empresas y empleo;Direccion general de empleo;2017-SIY8-Subvención para sufragar inversión en activos fijos;Ayudas a proyectos generadores de empleo. Subvención para sufragar inversión en activos fijos. Convocatoria 2017;SIY8;22
36;Consejeria de economia, empresas y empleo;Direccion general de empleo;Orden de 03/09/2012;Orden de 03/09/2012, de la Consejería de Empleo y Economía por la que se convocan las subvenciones destinadas al apoyo y mantenimiento de la actividad emprendedora a través de ayudas para la conciliación de la vida laboral, familiar y personal;SJV6;21
150;Consejeria de economia, empresas y empleo;Direccion general de empleo;Orden de 30/07/2014;Orden de 30/07/2014, de la Consejería de Empleo y Economía por la que se convocan para 2014 las subvenciones destinadas al apoyo y mantenimiento de la actividad emprendedora a través de ayudas para la conciliación de la vida laboral, familiar y personal;SJV6;20
1184;Consejeria de economia, empresas y empleo;Direccion general de empleo;2024 - KM95 - Línea 2. Ayudas para la conversión de contratos a tiempo parcial en contratos indefinidos a jornada completa. Decreto 37/2024.;Decreto 37/2024, de 9 de julio, por el que se regula la concesión directa de subvenciones para favorecer el pleno empleo y la inclusión social a través del empleo estable y de calidad cofinanciables por el Fondo Social Europeo Plus. Línea 2;KM95;20
423;Consejeria de economia, empresas y empleo;Direccion general de empleo;2018-SKOO-Unidades de Apoyo a la actividad profesional;Resolución de 14/12/2018 de la Dirección General de Programas de Empleo, por la que se convocan, para el ejercicio 2016 las ayudas a las Unidades de Apoyo a la actividad profesional, en el marco de los servicios de ajuste personal y social de los centros especiales de empleo;SKOO;19
1101;Consejeria de economia, empresas y empleo;Direccion general de empleo;2023-KM5V-Decreto 267/2023;Decreto 267/2023, de 10 de octubre, por el que se regula la concesión directa de subvenciones para favorecer  el relevo en actividades y oficios tradicionales en Castilla-La Mancha;KM5V;19
1092;Consejeria de economia, empresas y empleo;Direccion general de empleo;2023-SLR2-Orden 149/2023;Orden 149/2023 por la que se modifica la Orden 190/2021 de la Consejería de Economía, Empresas y Empleo, por la que se desarrollan las bases reguladoras para la concesión de subvenciones públicas, destinadas a la financiación del Programa Investigo, MRR.;SLR2;16
1227;Consejeria de economia, empresas y empleo;Direccion general de empleo;2024 - KM8O - Línea 2. Solicitud de subvención a la contratación y/o mantenimiento de personal técnico de acompañamiento y/o producción;Concesión directa de ayudas a Empresas de Inserción para la contratación y/o mantenimiento de personal técnico de acompañamiento y/o producción (Línea 2 del Decreto 52/2023, de 25 de mayo). Resolución de 13/06/2024;KM8O;16
432;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 1. Subvenciones para la contratación indefinida. Convocatoria 2019;Resolución de 21/12/2018 por la que se publican los créditos disponibles en el ejercicio 2019 de las ayudas del Decreto 23/2018 en el marco del programa Retorno del Talento. Subvenciones para la contratación indefinida.;SKR8;14
121;Consejeria de economia, empresas y empleo;Direccion general de empleo;Acuerdo ISIC;Solicitud de Carné Internancional Joven;SICH;13
49;Consejeria de economia, empresas y empleo;Direccion general de empleo;Orden de 11/03/2013. Primer Procedimiento de Selección;Orden de 11/03/2013 de la Consejería de Empleo y Economía por la que se convoca el primer procedimiento de selección para la contratación en prácticas de jóvenes desempleados menores de treinta años que les permita acceder al mercado de trabajo tras finalizar sus estudios;SJZ8;11
350;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 1. Subvenciones para la contratación indefinida. Convocatoria 2018;Decreto 23/2018, de 24/04/2018, por el que se regula la concesión directa de subvenciones en el marco del programa Retorno del talento. Subvenciones para la contratación indefinida.;SKR8;11
816;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 1. Subvenciones para la contratación indefinida. Convocatoria 2021;Decreto 52/2020, de 01/09/2020 por el que se regula la concesión directa de subvenciones en el marco del Programa Retorno del Talento. Subvenciones para la contratación indefinida.Convocatoria 2021;SKR8;11
1221;Consejeria de economia, empresas y empleo;Direccion general de empleo;"2024 - KM9H - Línea 1. Solicitud de ayudas para la contratación subvenciones en el marco del ""Programa Investigo""";Decreto 41/2024, de 30 de julio, por el que se regula la concesión directa de subvenciones en el marco del Programa Investigo, cofinanciadas por el Fondo Social Europeo Plus;KM9H;11
119;Consejeria de economia, empresas y empleo;Direccion general de empleo;Acuerdo ISIC;Solicitud de Carné Internancional de Estudiante;SICG;10
63;Consejeria de economia, empresas y empleo;Direccion general de empleo;Orden de 18/04/2013;Orden de 18/04/2013, de la Consejería de Empleo y Economía por la que se convocan las subvenciones destinadas a financiar parcialmente la contratación, durante la puesta en marcha de la actividad, de los servicios externos necesarios para mejorar el desarrollo de la actividad profesional;SJV8;9
1028;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea IA. Ayudas por la contratación de personas trabajadoras para el cuidado de hijos, hijas o otros familiares;Decreto 133/2022, de 27 de diciembre, por el que se regula la concesión directa de ayudas para la conciliación de la vida familiar y laboral, cofinanciable por el Fondo Social Europeo Plus (FSE +);SLEP;9
354;Consejeria de economia, empresas y empleo;Direccion general de empleo;Decreto 14/2018, de 27/03/2018;Decreto 14/2018, de 27/03/2018, por el que se regula la concesión directa de subvenciones de carácter incentivador para proyectos dinamizadores del empleo local;SKZA;7
528;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 1. Subvenciones para la contratación indefinida. Convocatoria 2020;Decreto 52/2020, de 01/09/2020 por el que se regula la concesión directa de subvenciones en el marco del Programa Retorno del Talento. Subvenciones para la contratación indefinida.;SKR8;7
832;Consejeria de economia, empresas y empleo;Direccion general de empleo;2021-SL8L-Empleo con Apoyo de personas con discapacidad;Resolución de 06/09/2021 de la Dirección General de Programas de Empleo, por la que se convocan, para el ejercicio 2021          las subvenciones parael Programa de empleo con apoyo de personas con discapacidad en el mercado ordinario de trabajo.;SL8L;7
984;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 1. Subvenciones para la contratación indefinida. Convocatoria 2022;Decreto 62/2022, de 12 de julio, por el que se modifica el Decreto 52/2020, de 1 de septiembre, por el que se regula la concesión directa de subvenciones en el marco del Programa Retorno del Talento. Subvenciones para la contratación indefinida. Convocatoria 2022;SKR8;7
38;Consejeria de economia, empresas y empleo;Direccion general de empleo;Orden de 03/09/2012;Orden de 03/09/2012, de la Consejería de Empleo y Economía por la que se convocan las subvenciones destinadas a financiar parcialmente la contratación, durante la puesta en marcha de la actividad, de los servicios externos necesarios para mejorar el desarrollo de la actividad profesional;SJV8;6
329;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 3. Contrato de relevo. Decreto 21/2018, de 17 de abril;Decreto 21/2018, de 17 de abril, por el que se regula la concesión directa de subvenciones para la cualificación y la inserción de personas desempleadas en el mercado laboral. Subvenciones para la formalización de contratos de relevo;SKOV;6
120;Consejeria de economia, empresas y empleo;Direccion general de empleo;Acuerdo ISIC;Solicitud de Carné Internancional de Profesor;SICL;5
152;Consejeria de economia, empresas y empleo;Direccion general de empleo;Orden de 30/07/2014;Orden de 30/07/2014, de la Consejería de Empleo y Economía por la que se convocan para 2014 las subvenciones destinadas a financiar parcialmente la contratación, durante la puesta en marcha de la actividad, de los servicios externos necesarios para mejorar el desarrollo de la actividad profesional;SJV8;5
464;Consejeria de economia, empresas y empleo;Direccion general de empleo;2019-SL8L-Empleo con Apoyo de personas con discapacidad;"Resolución de 10/04/2019 de la Dirección General de Programas de Empleo, por la que se convocan, para el ejercicio 2019 
       las subvenciones parael Programa de empleo con apoyo de personas con discapacidad en el mercado ordinario de trabajo.";SL8L;5
857;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 3. Contratos de relevo. Decreto 86/2021;Decreto 86/2021, de 27 de julio, por el que se modifica el Decreto 97/2018, de 27/12, por el que se regula la concesión directa de subvenciones para la cualificación y la inserción de personas desempleadas en el mercado laboral. Línea 3: Ayudas para la formalización de contratos de relevo.;SKOV;5
990;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea III.- Ayudas para la contratación indefinida de personas con discapacidad procedente de enclaves laborales. Decreto 112/2022;Decreto 112/2022, de 11 de octubre, por el que se regula la concesión directa de subvenciones para la inserción laboral de personas con discapacidad en el mercado ordinario de trabajo.;SLXH;5
1292;Consejeria de economia, empresas y empleo;Direccion general de empleo;2024 - SIY8 - Subvención para sufragar inversión en activos fijos;Decreto 42/2024, de 30 de julio. Ayudas a proyectos generadores de empleo. Subvención para sufragar inversión en activos fijos. Convocatoria 2024;SIY8;5
1029;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea IB. Ayudas por la contratación de personas trabajadoras para el cuidado de hijos/as u otros familiares (contrataciones con ANTERIORIDAD a la SOLICITUD);Decreto 133/2022, de 27 de diciembre, por el que se regula la concesión directa de ayudas para la conciliación de la vida familiar y laboral, cofinanciable por el Fondo Social Europeo Plus (FSE +);SLEP;4
246;Consejeria de economia, empresas y empleo;Direccion general de empleo;Contrato de relevo. Decreto 81/2016, de 27 de diciembre;Decreto 81/2016, de 27 de diciembre, por el que se modifica el Decreto 213/2015, de 27/10/2015, por el que se aprueba el Plan Extraordinario por el Empleo en Castilla-La Mancha. Subvenciones para la formalización de contratos de relevo;SKOV;3
268;Consejeria de economia, empresas y empleo;Direccion general de empleo;Línea 1. Subvenciones para la contratación indefinida. Convocatoria 2017;Decreto 64/2017, de 19/09/2017, por el que se regula la concesión directa de subvenciones en el marco del programa Retorno del talento joven. Subvenciones para la contratación indefinida.;SKR8;3
